date,strategy,SPY,eligible_equal_weight,eligible_sector_neutral_equal_weight,IWB
2024-03-28,1000000.0,1000000.0,1000000.0,1000000.0,1399513.454473241
2024-04-01,1000000.0,1000000.0,1000000.0,1000000.0,1395492.0067520614
2024-04-02,1000000.0,1000000.0,1000000.0,1000000.0,1385711.4487141308
2024-04-03,1000000.0,1000000.0,1000000.0,1000000.0,1387796.6438288165
2024-04-04,1000000.0,1000000.0,1000000.0,1000000.0,1370717.9028894857
2024-04-05,1000000.0,1000000.0,1000000.0,1000000.0,1386009.3337305146
2024-04-08,1000000.0,1000000.0,1000000.0,1000000.0,1386456.16125509
2024-04-09,1000000.0,1000000.0,1000000.0,1000000.0,1388044.8813424697
2024-04-10,1000000.0,1000000.0,1000000.0,1000000.0,1373845.6955615147
2024-04-11,1000000.0,1000000.0,1000000.0,1000000.0,1383626.2535994456
2024-04-12,1000000.0,1000000.0,1000000.0,1000000.0,1363667.9575017393
2024-04-15,1000000.0,1000000.0,1000000.0,1000000.0,1346340.9790487553
2024-04-16,1000000.0,1000000.0,1000000.0,1000000.0,1343362.1288849183
2024-04-17,1000000.0,1000000.0,1000000.0,1000000.0,1335368.8809452897
2024-04-18,1000000.0,1000000.0,1000000.0,1000000.0,1332936.1533114896
2024-04-19,1000000.0,1000000.0,1000000.0,1000000.0,1321517.2276834487
2024-04-22,1000000.0,1000000.0,1000000.0,1000000.0,1333730.5133551792
2024-04-23,1000000.0,1000000.0,1000000.0,1000000.0,1350163.8367590122
2024-04-24,1000000.0,1000000.0,1000000.0,1000000.0,1350412.0742726652
2024-04-25,1000000.0,1000000.0,1000000.0,1000000.0,1343461.4238903797
2024-04-26,1000000.0,1000000.0,1000000.0,1000000.0,1357462.0196604126
2024-04-29,1000000.0,1000000.0,1000000.0,1000000.0,1360937.3448515553
2024-04-30,1000000.0,1000000.0,1000000.0,1000000.0,1339588.918677392
2024-05-01,1000000.0,1000000.0,1000000.0,1000000.0,1337106.5435408612
2024-05-02,1000000.0,1000000.0,1000000.0,1000000.0,1346837.4540760613
2024-05-03,1000000.0,1000000.0,1000000.0,1000000.0,1365107.7350809267
2024-05-06,1000000.0,1000000.0,1000000.0,1000000.0,1379257.2733591516
2024-05-07,1000000.0,1000000.0,1000000.0,1000000.0,1380796.3459438004
2024-05-08,1000000.0,1000000.0,1000000.0,1000000.0,1380399.1659219556
2024-05-09,1000000.0,1000000.0,1000000.0,1000000.0,1387796.6438288167
2024-05-10,1000000.0,1000000.0,1000000.0,1000000.0,1390477.60897627
2024-05-13,1000000.0,1000000.0,1000000.0,1000000.0,1389782.5439380417
2024-05-14,1000000.0,1000000.0,1000000.0,1000000.0,1397180.0218449028
2024-05-15,1000000.0,1000000.0,1000000.0,1000000.0,1413712.6402541967
2024-05-16,1000000.0,1000000.0,1000000.0,1000000.0,1410386.2575712453
2024-05-17,1000000.0,1000000.0,1000000.0,1000000.0,1412471.4526859312
2024-05-20,1000000.0,1000000.0,1000000.0,1000000.0,1413712.6402541967
