signal_date,execution_date,scale,realized_vol,turnover,cost,cash_weight,num_holdings
2017-03-31,2017-04-03,1.0,0.09331689384273785,0.6666666666666666,0.0006666666666666666,0.0,3
2017-04-28,2017-05-01,1.0,0.09076302736248702,0.6666666666666666,0.0006666666666666666,0.0,3
2017-05-31,2017-06-01,1.0,0.09583454459204302,0.0,0.0,0.0,3
2017-06-30,2017-07-03,0.9974837327455202,0.10025226148275662,0.0025162672544798426,2.5162672544798424e-06,0.0025162672544798426,3
2017-07-31,2017-08-01,0.9680271426019066,0.10330288852357543,0.02945659014361357,2.945659014361357e-05,0.031972857398093524,3
2017-08-31,2017-09-01,0.9391500068466182,0.10647926238724074,0.6549771403197007,0.0006549771403197007,0.06084999315338191,3
2017-09-29,2017-10-02,1.0,0.09580157938405473,0.686949997717794,0.000686949997717794,0.0,3
2017-10-31,2017-11-01,1.0,0.09571737839814154,0.6666666666666666,0.0006666666666666666,0.0,3
2017-11-30,2017-12-01,1.0,0.0854181048957637,0.6666666666666666,0.0006666666666666666,0.0,3
2017-12-29,2018-01-02,1.0,0.08278575733059006,0.0,0.0,0.0,3
2018-01-31,2018-02-01,1.0,0.09254969354856186,0.0,0.0,0.0,3
2018-02-28,2018-03-01,0.5610973600830287,0.1782221894346508,0.4389026399169713,0.0004389026399169713,0.4389026399169713,3
2018-03-29,2018-04-02,0.543335125070598,0.18404847282237927,0.3799856517261626,0.0003799856517261626,0.456664874929402,3
2018-04-30,2018-05-01,0.551952779471833,0.18117491879593509,0.37084107111496695,0.00037084107111496695,0.44804722052816703,3
2018-05-31,2018-06-01,1.0,0.09156769104979036,0.8160157401760556,0.0008160157401760557,0.0,3
2018-06-29,2018-07-02,1.0,0.08158283478825283,0.0,0.0,0.0,3
2018-07-31,2018-08-01,1.0,0.09121213475593219,0.0,0.0,0.0,3
2018-08-31,2018-09-04,0.995268648146639,0.10047538439618003,0.6682437839511204,0.0006682437839511204,0.004731351853361154,3
2018-09-28,2018-10-01,1.0,0.09410428785782711,0.004731351853361099,4.7313518533610985e-06,0.0,3
2018-10-31,2018-11-01,0.5874718083613781,0.17022093413967856,1.1958239361204595,0.0011958239361204595,0.8041760638795407,1
2018-11-30,2018-12-03,0.6177525506342955,0.16187711389831105,0.40174145299855785,0.00040174145299855783,0.7940824831219016,1
2018-12-31,2019-01-02,0.626179113165737,0.15969871542734135,0.20591751687809848,0.00020591751687809847,1.0,0
2019-01-31,2019-02-01,1.0,0.055783631327122836,0.6666666666666666,0.0006666666666666666,0.33333333333333337,2
2019-02-28,2019-03-01,1.0,0.04121035850920765,0.3333333333333333,0.0003333333333333333,0.0,3
2019-03-29,2019-04-01,1.0,0.04024261266260765,1.3333333333333333,0.0013333333333333333,0.0,3
2019-04-30,2019-05-01,1.0,0.055755556889549564,0.6666666666666666,0.0006666666666666666,0.0,3
2019-05-31,2019-06-03,1.0,0.0711759824115384,0.6666666666666666,0.0006666666666666666,0.0,3
2019-06-28,2019-07-01,1.0,0.08143167885631147,0.6666666666666666,0.0006666666666666666,0.0,3
2019-07-31,2019-08-01,1.0,0.08290324124353918,0.6666666666666666,0.0006666666666666666,0.0,3
2019-08-30,2019-09-03,1.0,0.08111185574195473,0.6666666666666666,0.0006666666666666666,0.0,3
2019-09-30,2019-10-01,1.0,0.09789836417079183,0.6666666666666666,0.0006666666666666666,0.0,3
2019-10-31,2019-11-01,1.0,0.09538682640518208,0.0,0.0,0.0,3
2019-11-29,2019-12-02,1.0,0.09944927039193364,0.0,0.0,0.0,3
2019-12-31,2020-01-02,1.0,0.08602076253047128,1.3333333333333333,0.0013333333333333333,0.0,3
2020-01-31,2020-02-03,1.0,0.0968859544530337,0.0,0.0,0.0,3
2020-02-28,2020-03-02,0.6285948124226326,0.15908499087766176,1.2095316041408775,0.0012095316041408775,0.3714051875773674,3
2020-03-31,2020-04-01,0.519477457880869,0.1925011345207069,0.45543565979567624,0.00045543565979567623,0.48052254211913104,3
2020-04-30,2020-05-01,0.5332930237355695,0.18751417241412194,0.01381556585470059,1.381556585470059e-05,0.4667069762644305,3
2020-05-29,2020-06-01,0.7941747196946556,0.12591687637507276,0.6164103784494657,0.0006164103784494656,0.20582528030534442,3
2020-06-30,2020-07-01,1.0,0.06276127002199933,0.20582528030534442,0.00020582528030534442,0.0,3
2020-07-31,2020-08-03,1.0,0.07217825532236968,0.0,0.0,0.0,3
2020-08-31,2020-09-01,0.8975594378831904,0.11141323435452989,0.10244056211680957,0.00010244056211680958,0.10244056211680963,3
2020-09-30,2020-10-01,0.7845943271817172,0.1274544010013462,0.6360279954892847,0.0006360279954892847,0.21540567281828293,3
2020-10-30,2020-11-02,0.702595719767354,0.1423293612336727,0.08199860741436307,8.199860741436308e-05,0.297404280232646,3
2020-11-30,2020-12-01,0.7941002609078617,0.1259286829671535,0.559901687652077,0.000559901687652077,0.20589973909213843,3
2020-12-31,2021-01-04,0.8982420816500578,0.11132856280380612,0.6335419946807705,0.0006335419946807705,0.10175791834994219,3
2021-01-29,2021-02-01,0.9413135015709875,0.10623453273867514,1.2407275287876733,0.0012407275287876734,0.058686498429012524,3
2021-02-26,2021-03-01,0.7566832149798675,0.13215570006090413,0.18463028659112002,0.00018463028659112003,0.24331678502013254,3
2021-03-31,2021-04-01,0.5768383949741733,0.17335877928943563,0.17984482000569418,0.0001798448200056942,0.42316160502582667,3
2021-04-30,2021-05-03,0.6105243551340991,0.16379362945813264,0.41824489014270794,0.00041824489014270793,0.3894756448659009,3
2021-05-28,2021-06-01,0.7737507619843496,0.12924058354855963,0.16322640685025047,0.00016322640685025047,0.22624923801565044,3
2021-06-30,2021-07-01,1.0,0.0811251668115415,0.22624923801565044,0.00022624923801565044,0.0,3
2021-07-30,2021-08-02,0.8166373013589907,0.12245338271174608,0.7277875662136697,0.0007277875662136697,0.1833626986410094,3
2021-08-31,2021-09-01,0.7747227233522254,0.1290784392734732,0.5583963935749154,0.0005583963935749155,0.22527727664777464,3
2021-09-30,2021-10-01,0.7513210725641809,0.13309888894598734,0.5242823658308315,0.0005242823658308316,0.2486789274358192,3
2021-10-29,2021-11-01,1.0,0.09556045407112206,0.7495596424786062,0.0007495596424786062,0.0,3
2021-11-30,2021-12-01,0.7741222715648793,0.1291785596064187,0.741959242811707,0.000741959242811707,0.22587772843512066,3
2021-12-31,2022-01-03,0.7071660366523929,0.14140950613717745,0.0669562349124865,6.69562349124865e-05,0.29283396334760714,3
2022-01-31,2022-02-01,0.6680724485584009,0.14968436464605725,0.4844752204662591,0.0004844752204662591,0.33192755144159913,3
2022-02-28,2022-03-01,0.8274836090778489,0.12084831518468434,0.7743465555713662,0.0007743465555713662,0.4483442606147674,2
2022-03-31,2022-04-01,0.7505619346545583,0.13323350863246802,0.3014684278337132,0.0003014684278337132,0.24943806534544177,3
2022-04-29,2022-05-02,0.7619137980621772,0.13124844339915648,0.25775522048993205,0.00025775522048993206,0.49205746795854854,2
2022-05-31,2022-06-01,0.7816589248206297,0.12793303680751472,0.2605529749402099,0.0002605529749402099,0.7394470250597901,1
2022-06-30,2022-07-01,1.0,0.08391722380794689,0.07278035839312341,7.278035839312341e-05,0.6666666666666667,1
2022-07-29,2022-08-01,1.0,0.09695533844832085,0.0,0.0,0.6666666666666667,1
2022-08-31,2022-09-01,1.0,0.0892081503277685,0.0,0.0,0.6666666666666667,1
2022-09-30,2022-10-03,1.0,0.09629525835648513,0.3333333333333333,0.0003333333333333333,1.0,0
2022-10-31,2022-11-01,1.0,0.0652588466128713,0.0,0.0,1.0,0
2022-11-30,2022-12-01,1.0,0.0510341268715273,0.0,0.0,1.0,0
2022-12-30,2023-01-03,1.0,0.000666666666660236,0.0,0.0,1.0,0
2023-01-31,2023-02-01,1.0,0.0,0.3333333333333333,0.0003333333333333333,0.6666666666666667,1
2023-02-28,2023-03-01,1.0,0.025904277361572695,0.0,0.0,0.6666666666666667,1
2023-03-31,2023-04-03,1.0,0.048727561110213875,0.3333333333333333,0.0003333333333333333,1.0,0
2023-04-28,2023-05-01,1.0,0.04873545356166783,0.6666666666666666,0.0006666666666666666,0.33333333333333337,2
2023-05-31,2023-06-01,1.0,0.053311323581259326,0.3333333333333333,0.0003333333333333333,0.0,3
2023-06-30,2023-07-03,1.0,0.07145741776394597,0.6666666666666666,0.0006666666666666666,0.0,3
2023-07-31,2023-08-01,1.0,0.09348986813524646,0.0,0.0,0.0,3
2023-08-31,2023-09-01,0.8383675680464179,0.11927942326421591,0.16163243195358207,0.00016163243195358207,0.16163243195358212,3
2023-09-29,2023-10-02,0.8511819178145826,0.11748369873358086,0.5717260617991099,0.0005717260617991099,0.14881808218541748,3
2023-10-31,2023-11-01,0.9429699630317633,0.1060479166043506,0.9123739479593697,0.0009123739479593697,0.3713533579788245,2
2023-11-30,2023-12-01,1.0,0.08293743700245416,0.37135335797882446,0.0003713533579788245,0.0,3
2023-12-29,2024-01-02,1.0,0.08604882496896339,0.6666666666666666,0.0006666666666666666,0.0,3
2024-01-31,2024-02-01,1.0,0.09479700100081791,0.0,0.0,0.0,3
2024-02-29,2024-03-01,0.8923310914144391,0.11206602679448212,0.10766890858556094,0.00010766890858556094,0.107668908585561,3
2024-03-28,2024-04-01,0.9151995373734467,0.10926578949874956,0.6177558402353004,0.0006177558402353004,0.08480046262655327,3
2024-04-30,2024-05-01,0.7947112269535931,0.12583187025472772,0.1204883104198537,0.0001204883104198537,0.20528877304640702,3
2024-05-31,2024-06-03,0.8791961205866616,0.1137402652928825,0.6142923782687972,0.0006142923782687973,0.12080387941333848,3
2024-06-28,2024-07-01,0.8926671414609693,0.11202383884808018,0.013471020874307738,1.3471020874307738e-05,0.10733285853903074,3
2024-07-31,2024-08-01,0.9485851738856292,0.10542015915173579,0.05591803242465998,5.591803242465998e-05,0.05141482611437076,3
2024-08-30,2024-09-03,0.7522542738012824,0.13293377449978608,0.19633090008434695,0.00019633090008434697,0.2477457261987177,3
2024-09-30,2024-10-01,0.7223455605463671,0.13843789657177666,0.029908713254915203,2.9908713254915205e-05,0.2776544394536329,3
2024-10-31,2024-11-01,0.8735425928961263,0.1144763870854447,0.6327607393806707,0.0006327607393806707,0.12645740710387376,3
2024-11-29,2024-12-02,1.0,0.090184443884933,0.7088191357012912,0.0007088191357012912,0.0,3
2024-12-31,2025-01-02,0.9480964068898267,0.10547450583432122,0.05190359311017334,5.190359311017334e-05,0.05190359311017345,3
2025-01-31,2025-02-03,0.8355819934678005,0.11967706434766961,0.11251441342202617,0.00011251441342202617,0.16441800653219962,3
2025-02-28,2025-03-03,0.8281354067754704,0.1207531995152487,0.0074465866923301705,7.4465866923301705e-06,0.17186459322452974,3
2025-03-31,2025-04-01,0.8300631812298058,0.12047275708801095,1.1061083168216292,0.0011061083168216292,0.16993681877019418,3
2025-04-30,2025-05-01,0.5872841414431957,0.17027532831766815,0.6343018007487407,0.0006343018007487406,0.41271585855680426,3
2025-05-30,2025-06-02,0.6104397126156333,0.16381634080049695,0.4146783321345681,0.00041467833213456814,0.38956028738436665,3
2025-06-30,2025-07-01,0.6758131017522768,0.14796990431336085,0.47233319754706565,0.00047233319754706564,0.3241868982477232,3
2025-07-31,2025-08-01,1.0,0.058647819714741,0.7747289660825744,0.0007747289660825744,0.0,3
2025-08-29,2025-09-02,1.0,0.06995005995537265,0.0,0.0,0.0,3
2025-09-30,2025-10-01,1.0,0.07926255306523675,0.6666666666666666,0.0006666666666666666,0.0,3
2025-10-31,2025-11-03,0.8938813630479383,0.11187166903113636,0.7020395456506872,0.0007020395456506872,0.1061186369520618,3
2025-11-28,2025-12-01,0.7780024207368805,0.12853430443736355,0.11587894231105766,0.00011587894231105767,0.22199757926311947,3
2025-12-31,2026-01-02,0.7731021874836994,0.12934900666298849,0.5203016915756474,0.0005203016915756475,0.2268978125163007,3
2026-01-30,2026-02-02,0.75811999735904,0.13190523973560447,0.014982190124659345,1.4982190124659344e-05,0.24188000264096,3
2026-02-27,2026-03-02,0.7581663383214039,0.13189717736796663,4.634096236394436e-05,4.634096236394436e-08,0.2418336616785961,3
2026-03-31,2026-04-01,0.5393007670304018,0.1854252879161263,0.5783994159779366,0.0005783994159779366,0.46069923296959825,3
2026-04-30,2026-05-01,0.5448956752867866,0.18352136846630052,0.3651287529433193,0.00036512875294331934,0.4551043247132134,3
